CompanyID,CompanyName,Year,Revenue,ProfitMargin,MarketCap,GrowthRate
5,Company_5,2019,2746.9,21.3,11365.5,-0.4
5,Company_5,2020,3243.0,19.3,10066.1,18.1
5,Company_5,2021,3120.1,19.3,8787.3,-3.8
5,Company_5,2022,3094.2,20.1,9600.4,-0.8
5,Company_5,2023,3281.7,21.9,6441.8,6.1
5,Company_5,2024,3282.1,22.5,9663.0,0.0
5,Company_5,2025,3162.1,22.4,6674.6,-3.7
6,Company_6,2015,2339.1,0.8,256.7,
6,Company_6,2016,2574.5,-1.0,11890.9,10.1
6,Company_6,2017,2508.9,-4.0,3844.3,-2.6
6,Company_6,2018,2472.4,-8.2,1595.7,-1.5
6,Company_6,2019,2598.8,-8.5,8095.7,5.1
6,Company_6,2020,2563.3,-11.4,10251.2,-1.4
6,Company_6,2021,2466.6,-8.5,7550.0,-3.8
6,Company_6,2022,2747.5,-7.9,12663.9,11.4
6,Company_6,2023,3009.5,-9.8,4910.0,9.5
6,Company_6,2024,3095.6,-8.6,2201.1,2.9
6,Company_6,2025,3297.0,-10.0,7887.8,6.5
7,Company_7,2015,4664.1,6.2,4597.8,
7,Company_7,2016,5080.6,9.0,6228.6,8.9
7,Company_7,2017,5192.0,6.4,7750.2,2.2
7,Company_7,2018,5320.5,4.3,2608.0,2.5
7,Company_7,2019,5421.6,1.3,1267.0,1.9
7,Company_7,2020,6225.1,3.5,4571.3,14.8
7,Company_7,2021,6470.9,-2.3,21238.4,3.9
7,Company_7,2022,6387.4,-2.2,18488.5,-1.3
7,Company_7,2023,6014.8,-1.7,10294.8,-5.8
7,Company_7,2024,6084.6,-3.6,27425.5,1.2
7,Company_7,2025,6444.2,0.1,38.0,5.9
8,Company_8,2015,7090.7,10.6,14828.8,
8,Company_8,2016,7395.2,10.4,17692.4,4.3
8,Company_8,2017,7077.8,10.7,14011.4,-4.3
8,Company_8,2018,6957.5,8.2,9292.2,-1.7
8,Company_8,2019,6690.8,9.7,8033.5,-3.8
8,Company_8,2020,6751.9,8.7,7083.4,0.9
8,Company_8,2021,6397.5,10.1,10983.2,-5.2
8,Company_8,2022,6583.8,10.3,8606.9,2.9
8,Company_8,2023,6810.4,11.1,9866.0,3.4
8,Company_8,2024,7168.5,13.7,17539.0,5.3
8,Company_8,2025,7117.1,8.6,10386.3,-0.7
9,Company_9,2015,1490.2,11.9,4559.0,
9,Company_9,2016,1761.8,9.7,4234.3,18.2
9,Company_9,2017,2085.0,15.3,7991.2,18.3
9,Company_9,2018,2575.4,14.1,5543.0,23.5
9,Company_9,2019,3208.8,11.2,8416.4,24.6
9,Company_9,2020,3584.9,10.1,10662.5,11.7
9,Company_9,2021,4399.8,8.5,7008.7,22.7
9,Company_9,2022,4673.0,6.7,8480.9,6.2
9,Company_9,2023,5102.1,4.4,5222.0,9.2
9,Company_9,2024,5853.9,6.3,5804.7,14.7
9,Company_9,2025,6764.0,4.5,5954.9,15.5
10,Company_10,2015,48720.0,11.9,186028.6,
10,Company_10,2016,56121.2,9.4,134112.7,15.2
10,Company_10,2017,60556.9,8.6,86036.0,7.9
10,Company_10,2018,65683.3,11.0,223764.9,8.5
10,Company_10,2019,72498.6,11.0,215468.5,10.4
10,Company_10,2020,79033.4,13.5,313712.7,9.0
10,Company_10,2021,79619.8,12.0,263994.0,0.7
10,Company_10,2022,93510.8,14.4,446629.1,17.4
10,Company_10,2023,108029.1,17.3,416982.0,15.5
10,Company_10,2024,117939.2,14.9,610070.0,9.2
10,Company_10,2025,104787.3,17.1,412517.1,-11.2
11,Company_11,2015,1102.8,11.0,1367.9,
11,Company_11,2016,833.7,7.9,657.0,-24.4
11,Company_11,2017,621.3,10.8,849.4,-25.5
11,Company_11,2018,571.5,6.0,551.3,-8.0
11,Company_11,2019,507.9,-1.6,371.5,-11.1
11,Company_11,2020,404.5,-1.7,1455.4,-20.3
11,Company_11,2021,356.4,0.9,54.4,-11.9
11,Company_11,2022,295.3,0.6,17.0,-17.1
11,Company_11,2023,266.7,3.7,155.1,-9.7
11,Company_11,2024,194.5,5.8,114.8,-27.1
11,Company_11,2025,170.6,4.7,158.9,-12.3
12,Company_12,2015,3081.4,9.4,2730.3,
12,Company_12,2016,3202.0,10.8,6084.8,3.9
12,Company_12,2017,3731.1,10.1,6952.2,16.5
12,Company_12,2018,3934.3,9.5,4269.2,5.4
12,Company_12,2019,3908.6,9.9,4904.0,-0.7
12,Company_12,2020,3655.5,14.6,5327.5,-6.5
12,Company_12,2021,3718.8,19.5,7799.8,1.7
12,Company_12,2022,3533.5,18.5,12821.9,-5.0
12,Company_12,2023,3302.9,19.4,11416.2,-6.5
12,Company_12,2024,3517.8,17.7,11569.2,6.5
12,Company_12,2025,3577.8,18.4,10452.9,1.7
13,Company_13,2015,497.7,9.9,550.8,
13,Company_13,2016,568.6,10.5,1184.3,14.3
13,Company_13,2017,690.7,13.2,1132.3,21.5
13,Company_13,2018,739.2,14.2,2343.1,7.0
13,Company_13,2019,833.5,11.5,1872.2,12.7
13,Company_13,2020,954.0,10.7,1851.3,14.5
13,Company_13,2021,1086.0,9.8,1547.5,13.8
13,Company_13,2022,1067.8,11.7,2422.7,-1.7
13,Company_13,2023,1194.6,10.6,1792.2,11.9
13,Company_13,2024,1402.8,12.6,2355.0,17.4
13,Company_13,2025,1671.6,13.9,3789.7,19.2
14,Company_14,2015,774.9,6.2,902.2,
14,Company_14,2016,865.3,3.9,279.9,11.7
14,Company_14,2017,917.5,7.5,643.6,6.0
14,Company_14,2018,956.1,5.6,802.8,4.2
14,Company_14,2019,986.3,0.9,70.7,3.2
14,Company_14,2020,1013.5,3.4,638.5,2.8
14,Company_14,2021,1081.7,0.5,90.6,6.7
14,Company_14,2022,1158.1,-0.1,988.5,7.1
14,Company_14,2023,1404.4,1.5,364.0,21.3
14,Company_14,2024,1408.8,6.0,1560.2,0.3
14,Company_14,2025,1623.4,4.7,678.5,15.2
15,Company_15,2015,5737.2,23.7,15249.0,
15,Company_15,2016,5724.4,25.1,29017.6,-0.2
15,Company_15,2017,6468.8,23.9,23465.8,13.0
15,Company_15,2018,6947.3,28.3,45474.5,7.4
15,Company_15,2019,6699.5,32.0,45050.0,-3.6
15,Company_15,2020,7409.3,31.3,40312.2,10.6
15,Company_15,2021,6442.6,34.2,27413.4,-13.0
15,Company_15,2022,7357.3,31.1,33992.8,14.2
15,Company_15,2023,8220.8,31.2,38672.5,11.7
15,Company_15,2024,9291.0,27.8,53148.3,13.0
15,Company_15,2025,11489.1,28.7,61972.3,23.7
16,Company_16,2015,1160.6,16.3,1921.2,
16,Company_16,2016,1213.5,14.3,2914.3,4.6
16,Company_16,2017,1248.2,14.2,1935.3,2.9
16,Company_16,2018,1320.2,17.3,4087.7,5.8
16,Company_16,2019,1268.4,15.1,2918.0,-3.9
16,Company_16,2020,1265.3,16.6,3606.5,-0.2
16,Company_16,2021,1387.7,14.6,2539.7,9.7
16,Company_16,2022,1283.2,20.5,3303.6,-7.5
16,Company_16,2023,1119.0,29.3,2683.5,-12.8
16,Company_16,2024,1219.4,45.0,10664.6,9.0
16,Company_16,2025,1249.8,36.9,5866.9,2.5
17,Company_17,2015,3577.1,12.7,3876.1,
17,Company_17,2016,3460.1,13.0,5855.9,-3.3
17,Company_17,2017,3855.5,12.2,4729.2,11.4
17,Company_17,2018,3910.5,13.4,4504.2,1.4
17,Company_17,2019,4023.2,17.2,9379.8,2.9
17,Company_17,2020,4324.4,16.8,9737.7,7.5
17,Company_17,2021,4158.1,17.5,9928.2,-3.8
17,Company_17,2022,3932.8,17.1,6485.7,-5.4
17,Company_17,2023,4066.6,15.5,5952.4,3.4
17,Company_17,2024,4012.2,15.7,5680.9,-1.3
17,Company_17,2025,4630.8,18.3,6876.5,15.4
18,Company_18,2015,7905.8,7.3,9920.4,
18,Company_18,2016,7833.6,1.8,1889.4,-0.9
18,Company_18,2017,8556.8,2.4,2419.7,9.2
18,Company_18,2018,9566.1,-1.0,22410.1,11.8
18,Company_18,2019,10444.4,0.9,1175.7,9.2
18,Company_18,2020,11604.7,5.0,10578.4,11.1
18,Company_18,2021,12463.7,2.9,4405.9,7.4
18,Company_18,2022,12305.5,0.2,398.7,-1.3
18,Company_18,2023,11839.6,6.3,10385.7,-3.8
18,Company_18,2024,13785.1,15.1,20222.1,16.4
18,Company_18,2025,14675.7,12.4,35497.2,6.5
19,Company_19,2015,69314.3,14.9,340068.5,
19,Company_19,2016,71999.1,16.7,180408.7,3.9
19,Company_19,2017,72920.6,12.8,245197.1,1.3
19,Company_19,2018,80546.7,9.1,172099.6,10.5
19,Company_19,2019,92918.5,6.7,171478.9,15.4
19,Company_19,2020,98400.8,8.0,250697.3,5.9
19,Company_19,2021,122196.4,5.3,143651.3,24.2
19,Company_19,2022,125147.1,4.7,182797.0,2.4
19,Company_19,2023,143507.8,1.8,54146.3,14.7
19,Company_19,2024,154868.9,3.8,146956.3,7.9
19,Company_19,2025,180810.4,0.7,39614.5,16.8
20,Company_20,2015,4449.5,21.5,32323.9,
20,Company_20,2016,5171.8,21.4,17645.3,16.2
20,Company_20,2017,4773.2,21.8,25275.9,-7.7
20,Company_20,2018,5284.2,21.5,18946.4,10.7
20,Company_20,2019,5526.3,23.3,44458.7,4.6
20,Company_20,2020,6024.2,21.4,31498.1,9.0
20,Company_20,2021,6606.7,23.4,42298.9,9.7
20,Company_20,2022,6865.1,18.0,22596.7,3.9
20,Company_20,2023,7487.0,23.1,26405.0,9.1
20,Company_20,2024,7317.2,20.0,50630.3,-2.3
20,Company_20,2025,8581.5,18.0,31522.2,17.3
21,Company_21,2015,2021.8,9.9,1956.4,
21,Company_21,2016,1931.1,11.6,2533.4,-4.5
21,Company_21,2017,1932.6,15.4,4568.5,0.1
21,Company_21,2018,2025.9,28.5,10493.5,4.8
21,Company_21,2019,2035.1,31.7,8793.0,0.5
21,Company_21,2020,2120.5,25.4,9358.5,4.2
21,Company_21,2021,1854.6,18.2,6238.9,-12.5
21,Company_21,2022,1652.2,16.6,4510.0,-10.9
21,Company_21,2023,1721.3,11.6,3276.9,4.2
21,Company_21,2024,1229.6,13.5,1571.1,-28.6
21,Company_21,2025,1100.4,16.6,3066.5,-10.5
22,Company_22,2015,518.6,7.9,723.0,
22,Company_22,2016,549.7,10.2,487.4,6.0
22,Company_22,2017,584.8,12.2,585.4,6.4
22,Company_22,2018,635.1,15.1,1129.1,8.6
22,Company_22,2019,684.2,13.9,1509.5,7.7
22,Company_22,2020,736.2,15.9,1831.7,7.6
22,Company_22,2021,815.7,19.0,2313.7,10.8
22,Company_22,2022,805.9,17.5,1302.9,-1.2
22,Company_22,2023,921.1,11.8,2070.6,14.3
22,Company_22,2024,953.8,9.0,1491.6,3.5
22,Company_22,2025,1009.7,11.8,2210.1,5.9
23,Company_23,2015,1042.0,11.9,1714.9,
23,Company_23,2016,1052.2,19.8,2417.8,1.0
23,Company_23,2017,1032.0,15.3,3448.4,-1.9
23,Company_23,2018,1021.4,18.5,4475.3,-1.0
23,Company_23,2019,1095.2,20.6,5309.9,7.2
23,Company_23,2020,1042.5,21.6,3740.8,-4.8
23,Company_23,2021,1085.5,22.9,4045.7,4.1
23,Company_23,2022,1095.5,25.4,3456.7,0.9
23,Company_23,2023,1139.3,23.4,6088.1,4.0
23,Company_23,2024,1080.1,26.2,4832.3,-5.2
23,Company_23,2025,924.5,25.0,2909.9,-14.4
24,Company_24,2015,11781.5,19.2,67237.9,
24,Company_24,2016,11745.1,20.4,67390.9,-0.3
24,Company_24,2017,12904.6,18.9,73924.4,9.9
24,Company_24,2018,13566.6,19.7,83160.2,5.1
24,Company_24,2019,13010.4,18.2,41732.0,-4.1
24,Company_24,2020,13503.1,18.2,57602.7,3.8
24,Company_24,2021,14899.5,18.3,71411.9,10.3
24,Company_24,2022,15017.5,23.5,68451.5,0.8
24,Company_24,2023,15013.1,21.9,106974.2,-0.0
24,Company_24,2024,16637.7,27.5,145466.8,10.8
24,Company_24,2025,16884.5,32.2,108912.3,1.5
25,Company_25,2015,698.2,10.1,991.2,
25,Company_25,2016,646.6,10.6,678.2,-7.4
25,Company_25,2017,690.5,10.9,729.4,6.8
25,Company_25,2018,663.4,7.1,536.6,-3.9
25,Company_25,2019,680.9,7.6,515.8,2.6
25,Company_25,2020,607.7,6.7,559.6,-10.7
25,Company_25,2021,587.4,6.8,509.3,-3.3
25,Company_25,2022,554.7,7.3,398.6,-5.6
25,Company_25,2023,586.9,8.0,374.3,5.8
25,Company_25,2024,530.5,8.8,405.4,-9.6
25,Company_25,2025,522.7,10.1,542.4,-1.5
26,Company_26,2015,5781.8,15.3,10673.5,
26,Company_26,2016,6276.4,13.9,14779.8,8.6
26,Company_26,2017,6563.5,13.4,15991.0,4.6
26,Company_26,2018,6579.5,18.9,26612.8,0.2
26,Company_26,2019,7911.2,26.6,26299.1,20.2
26,Company_26,2020,7473.7,29.8,42198.3,-5.5
26,Company_26,2021,9050.8,34.9,36575.3,21.1
26,Company_26,2022,9850.7,34.5,54189.0,8.8
26,Company_26,2023,10042.8,34.4,77931.6,2.0
26,Company_26,2024,10146.9,34.5,39609.9,1.0
26,Company_26,2025,13120.6,30.0,49236.8,29.3
27,Company_27,2015,1376.0,14.2,2738.2,
27,Company_27,2016,1549.9,11.0,1800.9,12.6
27,Company_27,2017,1845.7,13.7,3020.7,19.1
27,Company_27,2018,2050.8,15.9,7535.0,11.1
27,Company_27,2019,2367.2,11.4,3867.1,15.4
27,Company_27,2020,2781.1,5.4,2603.6,17.5
27,Company_27,2021,3276.1,6.7,4076.0,17.8
27,Company_27,2022,3762.3,9.2,6109.4,14.8
27,Company_27,2023,4253.6,12.0,10412.8,13.1
27,Company_27,2024,5268.2,10.7,7977.7,23.9
27,Company_27,2025,6291.5,9.1,12161.5,19.4
28,Company_28,2015,2691.8,21.6,13341.0,
28,Company_28,2016,2983.2,17.5,9358.1,10.8
28,Company_28,2017,3268.2,13.5,7985.6,9.6
28,Company_28,2018,3347.3,14.2,7441.4,2.4
28,Company_28,2019,3860.8,15.9,14761.4,15.3
28,Company_28,2020,4414.7,21.4,22950.0,14.3
28,Company_28,2021,4449.3,19.7,15917.8,0.8
28,Company_28,2022,4726.3,19.2,17000.4,6.2
28,Company_28,2023,5340.3,16.7,19489.1,13.0
28,Company_28,2024,6033.6,19.4,38765.1,13.0
28,Company_28,2025,6674.2,17.5,18520.1,10.6
29,Company_29,2015,1572.4,11.2,3444.6,
29,Company_29,2016,1308.0,14.3,3397.4,-16.8
29,Company_29,2017,1369.0,14.1,2040.9,4.7
29,Company_29,2018,1258.3,17.3,2560.9,-8.1
29,Company_29,2019,1103.5,18.9,3888.4,-12.3
29,Company_29,2020,1066.1,15.0,1320.6,-3.4
29,Company_29,2021,779.9,14.6,1633.2,-26.8
29,Company_29,2022,742.6,19.6,1710.4,-4.8
29,Company_29,2023,738.2,19.7,1380.0,-0.6
29,Company_29,2024,657.6,14.3,1168.5,-10.9
29,Company_29,2025,638.4,14.9,1648.5,-2.9
30,Company_30,2015,705.5,4.5,536.8,
30,Company_30,2016,777.3,3.6,432.5,10.2
30,Company_30,2017,749.3,3.0,304.0,-3.6
30,Company_30,2018,733.4,2.6,369.6,-2.1
30,Company_30,2019,787.7,2.1,293.9,7.4
30,Company_30,2020,806.9,1.9,153.3,2.4
30,Company_30,2021,907.5,-2.1,2238.4,12.5
30,Company_30,2022,987.0,-2.0,1337.9,8.8
30,Company_30,2023,1101.5,2.5,304.6,11.6
30,Company_30,2024,1204.6,-0.5,4785.1,9.4
30,Company_30,2025,1356.5,1.7,390.6,12.6
31,Company_31,2015,3478.7,3.8,1234.0,
31,Company_31,2016,2917.2,5.6,1680.0,-16.1
31,Company_31,2017,2708.7,1.7,705.6,-7.1
31,Company_31,2018,2346.0,-1.6,10611.9,-13.4
31,Company_31,2019,1500.4,-0.6,2006.9,-36.0
31,Company_31,2020,1074.2,-0.1,4456.6,-28.4
31,Company_31,2021,1085.4,-2.4,4820.6,1.0
31,Company_31,2022,977.7,-2.6,1051.4,-9.9
31,Company_31,2023,836.1,-5.2,423.6,-14.5
31,Company_31,2024,839.3,-4.1,2015.9,0.4
31,Company_31,2025,836.2,-5.2,3812.0,-0.4
32,Company_32,2015,405.4,4.6,247.7,
32,Company_32,2016,426.5,4.1,150.8,5.2
32,Company_32,2017,428.2,4.0,142.1,0.4
32,Company_32,2018,450.7,4.4,253.8,5.3
32,Company_32,2019,453.2,1.5,77.8,0.6
32,Company_32,2020,451.0,3.1,121.4,-0.5
32,Company_32,2021,469.8,5.9,324.7,4.2
32,Company_32,2022,477.0,6.1,373.5,1.5
32,Company_32,2023,486.3,8.2,337.8,2.0
32,Company_32,2024,520.1,7.6,321.1,6.9
32,Company_32,2025,556.0,7.4,451.9,6.9
33,Company_33,2015,949.7,10.5,868.2,
33,Company_33,2016,1007.0,10.6,1083.6,6.0
33,Company_33,2017,1026.3,14.0,1747.2,1.9
33,Company_33,2018,988.5,12.2,1908.7,-3.7
33,Company_33,2019,1045.8,12.5,1193.1,5.8
33,Company_33,2020,1172.7,14.2,2735.1,12.1
33,Company_33,2021,1300.8,11.1,2650.9,10.9
33,Company_33,2022,1264.0,13.2,2147.8,-2.8
33,Company_33,2023,1315.8,9.9,2546.1,4.1
33,Company_33,2024,1306.6,9.9,1176.3,-0.7
33,Company_33,2025,1244.4,9.0,1480.1,-4.8
34,Company_34,2015,7972.5,13.6,8847.6,
34,Company_34,2016,8625.3,17.3,15528.5,8.2
34,Company_34,2017,10563.1,16.4,32959.7,22.5
34,Company_34,2018,10633.4,9.5,18884.7,0.7
34,Company_34,2019,10737.1,13.6,19214.7,1.0
34,Company_34,2020,11030.1,17.9,26351.4,2.7
34,Company_34,2021,11844.2,19.2,29351.8,7.4
34,Company_34,2022,12447.2,17.8,19585.5,5.1
34,Company_34,2023,13563.0,14.3,22271.6,9.0
34,Company_34,2024,18074.5,20.5,45597.9,33.3
34,Company_34,2025,21020.8,14.8,43800.0,16.3
35,Company_35,2015,652.2,15.1,2249.3,
35,Company_35,2016,763.1,12.0,1026.9,17.0
35,Company_35,2017,806.5,11.2,1208.5,5.7
35,Company_35,2018,863.8,13.8,1934.2,7.1
35,Company_35,2019,1020.4,16.4,2108.1,18.1
35,Company_35,2020,1194.3,13.9,3167.0,17.0
35,Company_35,2021,1358.8,11.9,2113.5,13.8
35,Company_35,2022,1375.3,11.1,3350.8,1.2
35,Company_35,2023,1711.1,13.5,4705.1,24.4
35,Company_35,2024,1941.7,13.4,3902.0,13.5
35,Company_35,2025,2196.1,12.6,6455.6,13.1
36,Company_36,2015,1387.2,19.2,6545.4,
36,Company_36,2016,1614.4,18.5,5940.1,16.4
36,Company_36,2017,1695.7,20.0,6191.3,5.0
36,Company_36,2018,1863.5,21.6,7150.3,9.9
36,Company_36,2019,2041.6,20.5,9767.7,9.6
36,Company_36,2020,2216.1,24.1,10576.5,8.6
36,Company_36,2021,2385.2,28.6,9598.3,7.6
36,Company_36,2022,2390.3,26.9,10525.3,0.2
36,Company_36,2023,2744.7,28.2,16966.6,14.8
36,Company_36,2024,2901.3,28.0,15900.3,5.7
36,Company_36,2025,2872.1,29.2,11714.4,-1.0
37,Company_37,2015,8377.9,18.2,14923.9,
37,Company_37,2016,8220.4,21.9,29648.9,-1.9
37,Company_37,2017,7909.6,20.9,24590.5,-3.8
37,Company_37,2018,8190.8,15.8,12390.7,3.6
37,Company_37,2019,7818.9,19.1,19127.5,-4.5
37,Company_37,2020,7942.1,14.9,17657.4,1.6
37,Company_37,2021,6869.8,7.9,8351.7,-13.5
37,Company_37,2022,5289.1,7.3,7421.2,-23.0
37,Company_37,2023,4941.0,12.6,11406.9,-6.6
37,Company_37,2024,4776.1,13.0,10577.2,-3.3
37,Company_37,2025,4183.6,24.2,19649.3,-12.4
38,Company_38,2015,514.8,12.4,1244.3,
38,Company_38,2016,603.5,20.7,1747.2,17.2
38,Company_38,2017,634.6,25.0,2446.0,5.2
38,Company_38,2018,595.3,18.7,1787.2,-6.2
38,Company_38,2019,669.8,12.8,1170.5,12.5
38,Company_38,2020,757.7,12.9,973.6,13.1
38,Company_38,2021,872.9,5.8,587.2,15.2
38,Company_38,2022,928.4,4.4,732.1,6.4
38,Company_38,2023,931.9,0.9,94.6,0.4
38,Company_38,2024,1025.5,1.8,308.0,10.0
38,Company_38,2025,1039.9,2.9,481.9,1.4
39,Company_39,2015,809.3,3.2,357.9,
39,Company_39,2016,977.4,3.3,418.4,20.8
39,Company_39,2017,1078.3,-3.1,4921.7,10.3
39,Company_39,2018,1033.8,-0.8,4172.0,-4.1
39,Company_39,2019,1292.0,5.4,1057.0,25.0
39,Company_39,2020,1388.4,5.8,1000.5,7.5
39,Company_39,2021,1583.5,3.3,999.5,14.0
39,Company_39,2022,1867.7,5.8,1653.1,17.9
39,Company_39,2023,2118.0,9.4,2731.4,13.4
39,Company_39,2024,2395.7,8.4,2154.6,13.1
39,Company_39,2025,2744.5,4.8,2414.7,14.6
40,Company_40,2015,2337.7,4.0,1791.9,
40,Company_40,2016,2448.4,2.0,545.0,4.7
40,Company_40,2017,2489.8,-0.6,1709.9,1.7
40,Company_40,2018,2856.7,1.6,707.3,14.7
40,Company_40,2019,3110.5,3.3,1362.4,8.9
40,Company_40,2020,3003.0,1.6,464.0,-3.5
40,Company_40,2021,3397.6,1.7,1087.5,13.1
40,Company_40,2022,3602.6,-0.9,7336.3,6.0
40,Company_40,2023,3642.3,1.3,462.2,1.1
40,Company_40,2024,4002.7,3.4,2451.8,9.9
40,Company_40,2025,4126.1,0.7,266.1,3.1
41,Company_41,2015,7409.3,5.8,5982.6,
41,Company_41,2016,7477.9,11.2,13760.6,0.9
41,Company_41,2017,7116.3,7.6,8086.9,-4.8
41,Company_41,2018,7512.4,12.5,14477.0,5.6
41,Company_41,2019,7754.0,14.5,12294.7,3.2
41,Company_41,2020,7459.6,12.4,8666.2,-3.8
41,Company_41,2021,7613.6,15.6,20118.5,2.1
41,Company_41,2022,7691.9,12.4,9447.4,1.0
41,Company_41,2023,8198.6,10.9,13370.5,6.6
41,Company_41,2024,7708.9,7.6,4826.3,-6.0
41,Company_41,2025,6929.7,6.8,5147.9,-10.1
42,Company_42,2015,1946.2,2.4,654.5,
42,Company_42,2016,1798.1,2.7,900.2,-7.6
42,Company_42,2017,1747.1,1.2,420.6,-2.8
42,Company_42,2018,1371.7,-2.1,2640.1,-21.5
42,Company_42,2019,1306.3,-4.5,3262.6,-4.8
42,Company_42,2020,1213.0,-5.9,4799.3,-7.1
42,Company_42,2021,1012.6,-3.4,1486.9,-16.5
42,Company_42,2022,1013.3,0.8,130.6,0.1
42,Company_42,2023,943.3,-0.4,1033.7,-6.9
42,Company_42,2024,1012.9,-1.6,5053.6,7.4
42,Company_42,2025,922.7,-2.6,2524.7,-8.9
43,Company_43,2015,444.2,3.9,141.2,
43,Company_43,2016,458.3,-0.5,2237.4,3.2
43,Company_43,2017,437.7,1.9,155.5,-4.5
43,Company_43,2018,432.2,3.0,137.0,-1.2
43,Company_43,2019,380.2,1.4,101.0,-12.0
43,Company_43,2020,344.9,-1.7,1060.3,-9.3
43,Company_43,2021,352.3,-2.1,601.2,2.1
43,Company_43,2022,368.8,-2.3,1341.5,4.7
43,Company_43,2023,396.7,-3.1,1797.1,7.6
43,Company_43,2024,394.9,-0.7,1393.5,-0.5
43,Company_43,2025,423.4,-2.4,898.5,7.2
44,Company_44,2015,8643.8,26.4,36906.0,
44,Company_44,2016,9247.6,25.4,27131.5,7.0
44,Company_44,2017,8677.4,29.6,51957.2,-6.2
44,Company_44,2018,9498.1,27.7,35202.9,9.5
44,Company_44,2019,10238.6,28.4,66082.6,7.8
44,Company_44,2020,10346.8,29.7,52205.3,1.1
44,Company_44,2021,10763.5,32.2,84929.7,4.0
44,Company_44,2022,10424.8,32.2,38133.9,-3.1
44,Company_44,2023,11297.2,33.3,54234.6,8.4
44,Company_44,2024,11686.3,33.7,79382.4,3.4
44,Company_44,2025,11371.6,36.7,78853.3,-2.7
45,Company_45,2015,587.4,5.9,551.9,
45,Company_45,2016,598.7,2.6,301.2,1.9
45,Company_45,2017,595.0,1.7,116.1,-0.6
45,Company_45,2018,621.5,-0.1,1437.0,4.4
45,Company_45,2019,591.8,-0.7,1980.2,-4.8
45,Company_45,2020,653.1,0.1,10.6,10.4
45,Company_45,2021,639.7,-2.5,2096.2,-2.1
45,Company_45,2022,599.2,-0.8,531.6,-6.3
45,Company_45,2023,641.5,-2.7,2688.0,7.1
45,Company_45,2024,696.0,-1.4,3160.5,8.5
45,Company_45,2025,662.3,0.7,88.7,-4.9
46,Company_46,2015,8416.9,23.6,47471.5,
46,Company_46,2016,7862.8,26.0,45451.1,-6.6
46,Company_46,2017,8431.7,25.7,53617.4,7.2
46,Company_46,2018,8423.0,20.0,27396.1,-0.1
46,Company_46,2019,8719.7,20.5,20858.9,3.5
46,Company_46,2020,9670.3,18.2,18588.0,10.9
46,Company_46,2021,10179.9,17.4,25503.7,5.3
46,Company_46,2022,10076.9,18.1,22920.5,-1.0
